LATITUDE,LONGITUDE,AVERAGE_SPEED,MAXIMUM_SPEED,NUMBER_OF_VEHICLES
40.9487915039063,29.0972900390625,41.903225806451616,105,79.87096774193549
40.9487915039063,29.1082763671875,22.64516129032258,62,63.41935483870968
40.9487915039063,29.1192626953125,35.87096774193548,145,388.8709677419355
40.9487915039063,29.1302490234375,38.25806451612903,157,232.0
40.9487915039063,29.1412353515625,32.0,100,24.741935483870968
40.9487915039063,29.1522216796875,48.645161290322584,136,96.58064516129032
40.9487915039063,29.1632080078125,36.064516129032256,94,102.58064516129032
40.9487915039063,29.1741943359375,40.41935483870968,77,29.129032258064516
40.9487915039063,29.2181396484375,49.774193548387096,153,263.83870967741933
40.9487915039063,29.2950439453125,29.677419354838708,88,63.12903225806452
40.9487915039063,29.3060302734375,76.6774193548387,175,469.96774193548384
40.9487915039063,29.3170166015625,78.64516129032258,159,183.80645161290323
40.9487915039063,29.3389892578125,88.64516129032258,184,119.7741935483871
40.9487915039063,29.3939208984375,57.41935483870968,121,50.935483870967744
40.9487915039063,29.4049072265625,56.54838709677419,121,33.483870967741936
40.9542846679688,29.0753173828125,43.96774193548387,87,17.032258064516128
40.9542846679688,29.0863037109375,42.064516129032256,97,63.25806451612903
40.9542846679688,29.0972900390625,23.29032258064516,88,160.4516129032258
40.9542846679688,29.1082763671875,26.806451612903224,139,65.64516129032258
40.9542846679688,29.1192626953125,39.483870967741936,151,402.741935483871
40.9542846679688,29.1302490234375,25.129032258064516,68,21.096774193548388
40.9542846679688,29.1412353515625,42.16129032258065,125,83.54838709677419
40.9542846679688,29.1522216796875,21.620689655172413,47,6.0344827586206895
40.9542846679688,29.1632080078125,54.064516129032256,118,90.41935483870968
40.9542846679688,29.1741943359375,33.0,75,30.903225806451612
40.9542846679688,29.1851806640625,34.333333333333336,77,4.9
40.9542846679688,29.1961669921875,44.125,65,1.25
40.9542846679688,29.2071533203125,27.870967741935484,65,19.225806451612904
40.9542846679688,29.2181396484375,46.483870967741936,174,216.70967741935485
40.9542846679688,29.2950439453125,65.41935483870968,170,510.16129032258067
40.9542846679688,29.3060302734375,74.38709677419355,159,129.41935483870967
40.9542846679688,29.3170166015625,59.16129032258065,142,153.4516129032258
40.9542846679688,29.3280029296875,71.61290322580645,156,44.516129032258064
40.9542846679688,29.3389892578125,87.90322580645162,178,80.06451612903226
40.9542846679688,29.3939208984375,20.806451612903224,61,4.32258064516129
40.9542846679688,29.4049072265625,76.0,94,1.125
40.9542846679688,29.4158935546875,66.42857142857143,103,2.5
40.9597778320313,28.8226318359375,20.0,54,25.516129032258064
40.9597778320313,28.8336181640625,26.580645161290324,61,17.35483870967742
